document,text
03-09-2016 22:39:30,Keep lightweight Marco and his friends out of the White House. #MakeAmericaGreatAgain #Trump2016 
03-09-2016 23:00:30,Another Dishonest Politician #LightweightSenatorMarcoRubio 
03-10-2016 21:41:18,Wow you are all correct about @FoxNews - totally biased and disgusting reporting.
03-11-2016 05:12:17,Thank you Mark. #GOPDebate  
03-11-2016 05:56:24,Thank you America! #Trump2016#MakeAmericaGreatAgain 
03-11-2016 06:49:58,Thank you! #GOPDebate 
03-11-2016 16:44:32,Dr. Ben Carson- I concur. I believe in God who can change people- he can make any of us better.@RealBenCarson
03-11-2016 17:58:24,
03-11-2016 20:33:56,Rumor has it that @politico is going out of business. Losing too much money. Great news! Likewise dopey Mort Zuckerman's @NYDailyNews
03-11-2016 21:25:40,Thank you St. Louis Missouri! #MakeAmericaGreatAgain #Trump2016 
03-11-2016 22:40:31,It means so much to me- receiving an endorsement from Phyllis Schlafly. A truly great woman  conservative. 
03-11-2016 23:03:01,Great news! Thank you Governor Ralph DLG Torres! #Trump2016  
03-12-2016 02:00:38,I just got off the phone with the great people of Guam! Thank you for your support! #VoteTrump today! #Trump2016
03-12-2016 11:44:54,The organized group of people many of them thugs who shut down our First Amendment rights in Chicago have totally energized America!
03-12-2016 13:35:19,Absentee Governor Kasich voted for NAFTA and NAFTA devastated Ohio - a disaster from which it never recovered. Kasich is good for Mexico!
03-12-2016 14:17:41,Ohio had the biggest budget increase in the U.S. If it were not for striking oil they would be bust! Governor Kasich in favor of TPP fraud!
03-12-2016 14:35:09,The rally in Cincinnati is ON. Media put out false reports that it was cancelled. Will be great - love you Ohio!
03-12-2016 14:54:27,On my way to Dayton Ohio. Will be there soon!
03-12-2016 14:55:15,MAKE AMERICA GREAT AGAIN!
03-12-2016 18:02:39,Thank you Dayton Ohio! 20000 supporters- largest in airport history! #MakeAmericaGreatAgain #Trump2016 
03-12-2016 18:02:41,The rally in Cincinnati is ON. Media put out false reports that it was cancelled! #MakeAmericaGreatAgain #Trump2016
03-12-2016 18:06:24,Word is-early voting in FL is very dishonest. Little Marco his State Chairman  their minions are working overtime-trying to rig the vote.
03-12-2016 18:07:04,We are asking law enforcement to check for dishonest early voting in Florida- on behalf of little Marco Rubio. No way to run a country!
03-12-2016 18:24:56,The last person that Hillary or Bernie want to run against is Donald Trump --- and that is fact!
03-12-2016 18:36:45,It is Clinton and Sanders people who disrupted my rally in Chicago - and then they say I must talk to my people. Phony politicians!
03-12-2016 20:21:30,Just finished my second speech. 20K in Dayton  25K in Cleveland- perfectly behaved crowd. Thanks- I love you Ohio! 
03-12-2016 22:21:43,#EndCommonCore #Trump2016Video:  
03-12-2016 22:47:59,Do the people of Ohio know that John Kasich is STRONGLY in favor of Common Core! In other words education of your children from D.C. No way
03-12-2016 23:41:57,USSS did an excellent job stopping the maniac running to the stage. He has ties to ISIS. Should be in jail! ?ssr=true
03-13-2016 03:30:04,Wow Kasich didn't qualify to run in the state of Pennsylvania not enough signatures. Big problem!
03-13-2016 11:48:44,Bernie Sanders is lying when he says his disruptors aren't told to go to my events. Be careful Bernie or my supporters will go to yours!
03-13-2016 11:58:17,Ohio Gov.Kasich voted for NAFTA from which Ohio has never recovered. Now he wants TPP which will be even worse. Ohio steel and coal dying!
03-13-2016 14:49:44,Gov.Kasich of Ohio just stated on a morning show that he doesn't watch politics or anything on television he only watches the @GolfChannel
03-13-2016 17:06:31,Thank you Kevin. With unification of the party Republican wins will be massive! 
03-13-2016 17:07:00,Carly Fiorina- I agree! Ted Cruz is just another politician. All talk- no action!
03-13-2016 18:26:20,Because Gov. Kasich cannot run in the state of Pennsylvania-he cannot win the nomination-  should not be allowed to compete in Ohio on Tue.
03-13-2016 18:53:07,The failing @nytimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad people!
03-13-2016 20:32:48,LYIN' TED 
03-14-2016 00:13:41,Just received from @PeteRose_14. Thank you Pete! #VoteTrump on Tuesday Ohio! #Trump2016#MakeAmericaGreatAgain 
03-14-2016 12:55:28,We don't have a country- if we don't have borders. #VoteTrump Video:  
03-14-2016 15:24:15,Look forward to being in Tampa this afternoon. Wonderful crowds. Thank you Florida!
03-14-2016 16:56:06,Leaving the great people of North Carolina. Amazing event. Heading to Tampa now! #VoteTrump
03-14-2016 16:59:19,Gov Kasich voted for NAFTA which devastated Ohio and is now pushing TPP hard- bad for American workers!
03-14-2016 16:59:52,Kasich has helped decimate the coal and steel industries in Ohio. I will bring them back! #MakeAmericaGreatAgain
03-15-2016 00:48:09,THANK YOU - Youngstown Ohio! I love you! Get out  #VoteTrump tomorrow. #Trump2016 
03-15-2016 01:11:17,Sadly this kind of stuff even happened to Ronald Reagan. There is nothing nice about it! #MakeAmericaGreatAgain 
03-15-2016 04:10:00,Kasich voted for NAFTA a disaster for Ohio and now wants the even worse TPP approved. Vote Trump and end this madness!
03-15-2016 04:21:20,Rubio is weak on illegal immigration with the worst voting record in the U.S. Senate in many years. He will never MAKE AMERICA GREAT AGAIN!
03-15-2016 10:25:53,I will bring our jobs back to America fix our military and take care of our vets end Common Core and ObamaCare protect 2nd A build WALL
03-15-2016 10:39:06,Please remember I am the ONLY candidate who is self-funding his campaign. Kasich Rubio and Cruz are all bought and paid for by lobbyists!
03-15-2016 11:31:46,Don't reward Mitt Romney who let us all down in the last presidential race by voting for Kasich (who voted for NAFTA open borders etc.).
03-15-2016 12:10:10,Good morning Ohio! Some additional information from my daughter @IvankaTrump! #VoteTrump #SuperTuesday 
03-15-2016 12:38:37,Just in big news- I have been declared the winner of the CNMI Rep Caucus with 72.8% of the vote! Thank you! #SuperTuesday #VoteTrump
03-15-2016 13:37:24,North Carolina lost 300000 manufacturing jobs and Ohio lost 400000 since 2000. Going to Mexico etc. NO MORE IF I WIN WE WILL BRING BACK!
03-15-2016 13:43:25,#VoteTrump #SuperTuesday✅Florida✅Illinois✅Missouri✅North Carolina✅Ohio #TrumpTrain  
03-15-2016 14:53:41,Watching John Kasich being interviewed - acting so innocent and like such a nice guy. Remember him in second debate until I put him down.
03-15-2016 15:03:34,Ohio is losing jobs to Mexico now losing Ford (and many others). Kasich is weak on illegal immigration. We need strong borders now!
03-15-2016 16:03:57,In presidential voting so far John Kasich is ZERO for 22. So why would he be a good candidate? Hillary would beat him I will beat Hillary!
03-15-2016 16:16:16,I will bring our jobs back to the U.S. and keep our companies from leaving. Nobody else can do it. Our economy will sing again.
03-15-2016 19:11:12,A lot of complaints from people saying my name is not on the ballot in various places in Florida? Hope this is false.
03-15-2016 23:06:59,Word is that despite a record amount spent on negative and phony ads I had a massive victory in Florida. Numbers out soon!
03-16-2016 00:05:04,Can't watch Crazy Megyn anymore. Talks about me at 43% but never mentions that there are four people in race. With two people big  over!
03-16-2016 00:05:11,Thank you Northern Mariana Islands!#SuperTuesday #Trump2016 #MakeAmericaGreatAgain 
03-16-2016 00:05:34,Thank you Florida! #SuperTuesday #MakeAmericaGreatAgain #Trump2016 
03-16-2016 00:09:08,Watching other networks and local news. Really good night! Crazy @megynkelly is unwatchable.
03-16-2016 01:33:57,Thank you North Carolina! #Trump2016 #SuperTuesday  #MakeAmericaGreatAgain 
03-16-2016 01:48:52,Thank you Illinois! #SuperTuesday #MakeAmericaGreatAgain #Trump2016 
03-16-2016 02:33:54,I only wish my wonderful daughter Tiffany could have been with us at Mar-a-Lago for our great election victory. She is a winner!
03-16-2016 03:16:09,Thank you Marco I agree! 
03-16-2016 10:28:47,Will be interviewed on @GMA at 7:00 A.M. Big wins last night!
03-16-2016 10:30:14,Will be interviewed on @NewDay on @CNN at 7:15 A.M.
03-16-2016 11:35:33,Will be interviewed on @Morning_Joe at 7:40. ENJOY!
03-16-2016 12:02:01,I will be interviewed on @foxandfriends at 8:30 A.M. ENJOY!
03-16-2016 12:06:10,.@pastormarkburns You were great last night and we all very much appreciate it! Thank you!
03-16-2016 13:37:39,.@RepTomMarino  Great job on television this morning. Glad to have you on my side!
03-16-2016 16:19:58,Is this what we want for a President? 
03-16-2016 17:04:49,Yesterday was amazing—5 victories.  Lyin’ Ted Cruzhad zero. Things are going very well!
03-16-2016 17:13:17,In the last 2 weeks I had $35M of negative ads against me in Florida  I won in a massive landslide.The establishment should save their $$!
03-16-2016 17:14:37,Thank you to the Governor of Florida Rick Scott for your endorsement. I greatly appreciate your support!
03-16-2016 17:47:07,I am making a big speech the night of the @FoxNews debate but I wish everyone well. Yesterday was a big day for me with 5 wins!
03-16-2016 18:56:09,Wow just won Missouri!
03-16-2016 21:21:43,Thank you Missouri! #Trump2016 
03-16-2016 21:26:40,I will be interviewed on The O'Reilly Factor this evening at 8 pm on the Fox News Channel. @oreillyfactor
03-17-2016 10:09:00,Stuart Stevens the failed campaign manager of Mitt Romney's historic loss is now telling the Republican Party what to do with Trump. Sad!
03-17-2016 10:17:00,Crazy @megynkelly supposedly had lyin' Ted Cruz on her show last night. Ted is desperate and his lying is getting worse. Ted can't win!
03-17-2016 10:40:53,Great news that @FoxNews has cancelled the additional debate. How many times can the same people ask the same question? I beat Cruz debating
03-17-2016 12:19:55,Crazy @megynkelly is now complaining that  @oreillyfactor did not defend her against me - yet her bad show is a total hit piece on me.Tough!
03-17-2016 12:28:17,The reason lyin' Ted Cruz has lost so much of the evangelical vote is that they are very smart and just don't tolerate liars-a big problem!
03-17-2016 13:08:55,.@WSJ Editorial says Clinton primary vote total is 8646551.Trump's is 7533692-a knock. But she had only 3 opponents-I had 16.Apologize
03-17-2016 13:11:31,.@WSJ is bad at math. The good news is nobody cares what they say in their editorials anymore especially me!
03-17-2016 13:22:07,Please explain to the dummies at the @WSJ  Editorial Board that I love to debate and have won according to Drudge etc. all 11 of them!
03-17-2016 16:44:45,See you in Arizona on Friday and Saturday. 
03-17-2016 16:54:21,Looking like my 5 victories on Tuesday will be just as good as if I won Ohio. Two more days and Ohio was mine!
03-17-2016 16:58:04,Highly overrated  crazy @megynkelly is always complaining about Trump and yet she devotes her shows to me. Focus on others Megyn!
03-17-2016 18:33:31,Who should star in a reboot of Liar Liar- Hillary Clinton or Ted Cruz? Let me know. 
03-17-2016 20:30:08,MAKE AMERICA GREAT AGAIN!
03-18-2016 00:37:17,Hillary Clinton has been involved in corruption for most of her professional life!
03-18-2016 15:56:16,Join us in Salt Lake City Utah- tonight!#MakeAmericaGreatAgain #Trump2016
03-18-2016 16:42:29,Lyin' Ted Cruz lost all five races on Tuesday-and he was just given the jinx - a Lindsey Graham endorsement. Also backed Jeb. Lindsey got 0!
03-18-2016 19:03:48,Senator @LindseyGrahamSC made horrible statements about @SenTedCruz – and then he endorsed him. No wonder nobody trusts politicians!
03-18-2016 19:08:05,.@EWErickson got fired like a dog from RedStateand now he is the one leading opposition against me.
03-18-2016 19:44:17,With millions of dollars of negative and phony ads against me by the establishment my numbers continue to go up. Can anyone explain this?
03-18-2016 19:57:35,Club For Growth tried to extort $1000000 from me. When I said NO they went hostile with negative ads. Disgraceful!
03-18-2016 20:05:51,Club for Growth letter- trying to extort $1000000.00 from me. Remember I said- NO! 
03-18-2016 20:07:50,Going to Salt Lake City Utah for a big rally. Lyin' Ted Cruz should not be allowed to win there - Mormons don't like LIARS! I beat Hillary
03-18-2016 20:18:14,Failed presidential candidate Mitt Romney the man who choked and let us all down is now endorsing Lyin' Ted Cruz. This is good for me!
03-18-2016 20:21:17,Failed Presidential Candidate Mitt Romney was campaigning with John Kasich  Marco Rubio and now he is endorsing Ted Cruz. 1/2
03-18-2016 20:37:31,Mitt Romney is a mixed up man who doesn't have a clue. No wonder he lost!
03-18-2016 20:39:05,Join me tomorrow! #Trump2016#MakeAmericaGreatAgain 
03-18-2016 20:41:53,Thank you Arizona- I love you! #MakeAmericaGreatAgain #Trump2016 
03-18-2016 21:55:11,Everybody should boycott the @megynkelly show. Never worth watching. Always a hit on Trump! She is sick  the most overrated person on tv.
03-19-2016 00:40:10,Do you believe that Hillary Clinton now wants Obamacare for illegal immigrants? She should spend more time taking care of our great Vets!
03-19-2016 01:05:55,I guess I have reached yet another ceiling  - 49.7% with four people. My highest Reuters poll yet! Thank you! 
03-19-2016 01:53:57,Why haven't they released the final Missouri victory for us yet? Could it be because Cruz's guy runs Missouri?
03-19-2016 03:43:42,Just leaving Salt Lake City Utah- fantastic crowd with no interruptions. Love Utah- will be back!
03-19-2016 03:45:23,Watching @loudobbsnews- fantastic show! Has very interesting take on Paul Ryan.
03-19-2016 04:05:20,Heading to Phoneix. Will be arriving soon. Tomorrow a big day. Tremendous crowds expected! #Trump2016 #MakeAmericaGreatAgain
03-19-2016 04:11:18,While I have never met @nytdavidbrooks of the NY Times I consider him one of the dumbest of all pundits- he has no sense of the real world!
